alpha,r_kk,rho_kx,frac_majority_illusion
2.1,-0.35,0.0,0.024
2.1,-0.35,0.06666666666666667,0.062
2.1,-0.35,0.13333333333333333,0.089
2.1,-0.35,0.2,0.104
2.1,-0.35,0.26666666666666666,0.147
2.1,-0.35,0.3333333333333333,0.16
2.1,-0.35,0.4,0.195
2.1,-0.35,0.4666666666666667,0.229
2.1,-0.35,0.5333333333333333,0.241
2.1,-0.35,0.6,0.278
2.1,-0.25,0.0,0.03
2.1,-0.25,0.06666666666666667,0.047
2.1,-0.25,0.13333333333333333,0.078
2.1,-0.25,0.2,0.108
2.1,-0.25,0.26666666666666666,0.12
2.1,-0.25,0.3333333333333333,0.145
2.1,-0.25,0.4,0.173
2.1,-0.25,0.4666666666666667,0.204
2.1,-0.25,0.5333333333333333,0.213
2.1,-0.25,0.6,0.243
2.1,-0.15,0.0,0.037
2.1,-0.15,0.06666666666666667,0.049
2.1,-0.15,0.13333333333333333,0.076
2.1,-0.15,0.2,0.09
2.1,-0.15,0.26666666666666666,0.114
2.1,-0.15,0.3333333333333333,0.127
2.1,-0.15,0.4,0.156
2.1,-0.15,0.4666666666666667,0.183
2.1,-0.15,0.5333333333333333,0.177
2.1,-0.15,0.6,0.209
2.1,-0.05,0.0,0.032
2.1,-0.05,0.06666666666666667,0.05
2.1,-0.05,0.13333333333333333,0.059
2.1,-0.05,0.2,0.08
2.1,-0.05,0.26666666666666666,0.103
2.1,-0.05,0.3333333333333333,0.112
2.1,-0.05,0.4,0.147
2.1,-0.05,0.4666666666666667,0.155
2.1,-0.05,0.5333333333333333,0.164
2.1,-0.05,0.6,0.175
2.4,-0.2,0.0,0.035
2.4,-0.2,0.06666666666666667,0.061
2.4,-0.2,0.13333333333333333,0.08
2.4,-0.2,0.2,0.109
2.4,-0.2,0.26666666666666666,0.126
2.4,-0.2,0.3333333333333333,0.13
2.4,-0.2,0.4,0.162
2.4,-0.2,0.4666666666666667,0.185
2.4,-0.2,0.5333333333333333,0.206
2.4,-0.2,0.6,0.224
2.4,-0.1,0.0,0.036
2.4,-0.1,0.06666666666666667,0.041
2.4,-0.1,0.13333333333333333,0.074
2.4,-0.1,0.2,0.08
2.4,-0.1,0.26666666666666666,0.112
2.4,-0.1,0.3333333333333333,0.13
2.4,-0.1,0.4,0.146
2.4,-0.1,0.4666666666666667,0.162
2.4,-0.1,0.5333333333333333,0.169
2.4,-0.1,0.6,0.189
2.4,0.0,0.0,0.036
2.4,0.0,0.06666666666666667,0.058
2.4,0.0,0.13333333333333333,0.075
2.4,0.0,0.2,0.085
2.4,0.0,0.26666666666666666,0.088
2.4,0.0,0.3333333333333333,0.11
2.4,0.0,0.4,0.135
2.4,0.0,0.4666666666666667,0.155
2.4,0.0,0.5333333333333333,0.157
2.4,0.0,0.6,0.181
2.4,0.1,0.0,0.037
2.4,0.1,0.06666666666666667,0.051
2.4,0.1,0.13333333333333333,0.066
2.4,0.1,0.2,0.079
2.4,0.1,0.26666666666666666,0.09
2.4,0.1,0.3333333333333333,0.101
2.4,0.1,0.4,0.11
2.4,0.1,0.4666666666666667,0.131
2.4,0.1,0.5333333333333333,0.149
2.4,0.1,0.6,0.168
2.4,0.2,0.0,0.043
2.4,0.2,0.06666666666666667,0.055
2.4,0.2,0.13333333333333333,0.06
2.4,0.2,0.2,0.059
2.4,0.2,0.26666666666666666,0.065
2.4,0.2,0.3333333333333333,0.088
2.4,0.2,0.4,0.092
2.4,0.2,0.4666666666666667,0.11
2.4,0.2,0.5333333333333333,0.13
2.4,0.2,0.6,0.128
3.1,-0.15,0.0,0.049
3.1,-0.15,0.06666666666666667,0.049
3.1,-0.15,0.13333333333333333,0.062
3.1,-0.15,0.2,0.082
3.1,-0.15,0.26666666666666666,0.101
3.1,-0.15,0.3333333333333333,0.105
3.1,-0.15,0.4,0.11
3.1,-0.15,0.4666666666666667,0.135
3.1,-0.15,0.5333333333333333,0.149
3.1,-0.15,0.6,0.159
3.1,-0.05,0.0,0.04
3.1,-0.05,0.06666666666666667,0.053
3.1,-0.05,0.13333333333333333,0.064
3.1,-0.05,0.2,0.078
3.1,-0.05,0.26666666666666666,0.084
3.1,-0.05,0.3333333333333333,0.09
3.1,-0.05,0.4,0.107
3.1,-0.05,0.4666666666666667,0.113
3.1,-0.05,0.5333333333333333,0.127
3.1,-0.05,0.6,0.135
3.1,0.0,0.0,0.044
3.1,0.0,0.06666666666666667,0.05
3.1,0.0,0.13333333333333333,0.057
3.1,0.0,0.2,0.068
3.1,0.0,0.26666666666666666,0.079
3.1,0.0,0.3333333333333333,0.081
3.1,0.0,0.4,0.1
3.1,0.0,0.4666666666666667,0.118
3.1,0.0,0.5333333333333333,0.119
3.1,0.0,0.6,0.127
3.1,0.3,0.0,0.036
3.1,0.3,0.06666666666666667,0.052
3.1,0.3,0.13333333333333333,0.056
3.1,0.3,0.2,0.056
3.1,0.3,0.26666666666666666,0.061
3.1,0.3,0.3333333333333333,0.062
3.1,0.3,0.4,0.06
3.1,0.3,0.4666666666666667,0.074
3.1,0.3,0.5333333333333333,0.078
3.1,0.3,0.6,0.08
