n_nodos,n_aristas,grado_promedio,fraccion_gigante,longitud_camino_promedio,clustering_promedio,r_T,C_G,robustez_grado_20pct,robustez_aleatorio_20pct
1917,2180,2.2743870631194576,1.0,24.916670206034787,0.009618063375288808,0.13771517996870108,0.00012604534747310016,0.015127803860198226,0.19196661450182578
