alpha,r_kk,rho_kx,frac_majority_illusion
2.1,-0.35,0.0,0.024
2.1,-0.35,0.04285714285714286,0.058
2.1,-0.35,0.08571428571428572,0.063
2.1,-0.35,0.12857142857142856,0.085
2.1,-0.35,0.17142857142857143,0.099
2.1,-0.35,0.2142857142857143,0.115
2.1,-0.35,0.2571428571428571,0.134
2.1,-0.35,0.3,0.139
2.1,-0.35,0.34285714285714286,0.172
2.1,-0.35,0.38571428571428573,0.18
2.1,-0.35,0.4285714285714286,0.203
2.1,-0.35,0.4714285714285714,0.212
2.1,-0.35,0.5142857142857142,0.248
2.1,-0.35,0.5571428571428572,0.278
2.1,-0.35,0.6,0.291
2.1,-0.25,0.0,0.031
2.1,-0.25,0.04285714285714286,0.053
2.1,-0.25,0.08571428571428572,0.063
2.1,-0.25,0.12857142857142856,0.082
2.1,-0.25,0.17142857142857143,0.105
2.1,-0.25,0.2142857142857143,0.094
2.1,-0.25,0.2571428571428571,0.113
2.1,-0.25,0.3,0.133
2.1,-0.25,0.34285714285714286,0.16
2.1,-0.25,0.38571428571428573,0.166
2.1,-0.25,0.4285714285714286,0.176
2.1,-0.25,0.4714285714285714,0.206
2.1,-0.25,0.5142857142857142,0.227
2.1,-0.25,0.5571428571428572,0.215
2.1,-0.25,0.6,0.228
2.1,-0.15,0.0,0.034
2.1,-0.15,0.04285714285714286,0.046
2.1,-0.15,0.08571428571428572,0.056
2.1,-0.15,0.12857142857142856,0.066
2.1,-0.15,0.17142857142857143,0.085
2.1,-0.15,0.2142857142857143,0.099
2.1,-0.15,0.2571428571428571,0.109
2.1,-0.15,0.3,0.115
2.1,-0.15,0.34285714285714286,0.135
2.1,-0.15,0.38571428571428573,0.156
2.1,-0.15,0.4285714285714286,0.158
2.1,-0.15,0.4714285714285714,0.159
2.1,-0.15,0.5142857142857142,0.171
2.1,-0.15,0.5571428571428572,0.198
2.1,-0.15,0.6,0.219
2.1,-0.05,0.0,0.034
2.1,-0.05,0.04285714285714286,0.034
2.1,-0.05,0.08571428571428572,0.05
2.1,-0.05,0.12857142857142856,0.069
2.1,-0.05,0.17142857142857143,0.078
2.1,-0.05,0.2142857142857143,0.09
2.1,-0.05,0.2571428571428571,0.09
2.1,-0.05,0.3,0.111
2.1,-0.05,0.34285714285714286,0.119
2.1,-0.05,0.38571428571428573,0.13
2.1,-0.05,0.4285714285714286,0.127
2.1,-0.05,0.4714285714285714,0.166
2.1,-0.05,0.5142857142857142,0.16
2.1,-0.05,0.5571428571428572,0.174
2.1,-0.05,0.6,0.184
2.4,-0.2,0.0,0.042
2.4,-0.2,0.04285714285714286,0.042
2.4,-0.2,0.08571428571428572,0.072
2.4,-0.2,0.12857142857142856,0.072
2.4,-0.2,0.17142857142857143,0.099
2.4,-0.2,0.2142857142857143,0.109
2.4,-0.2,0.2571428571428571,0.109
2.4,-0.2,0.3,0.137
2.4,-0.2,0.34285714285714286,0.147
2.4,-0.2,0.38571428571428573,0.158
2.4,-0.2,0.4285714285714286,0.175
2.4,-0.2,0.4714285714285714,0.173
2.4,-0.2,0.5142857142857142,0.209
2.4,-0.2,0.5571428571428572,0.22
2.4,-0.2,0.6,0.219
2.4,-0.1,0.0,0.036
2.4,-0.1,0.04285714285714286,0.051
2.4,-0.1,0.08571428571428572,0.062
2.4,-0.1,0.12857142857142856,0.073
2.4,-0.1,0.17142857142857143,0.084
2.4,-0.1,0.2142857142857143,0.1
