alpha,r_kk,rho_kx,frac_majority_illusion
2.4,-0.1,0.2571428571428571,0.089
2.4,-0.1,0.3,0.112
2.4,-0.1,0.34285714285714286,0.131
2.4,-0.1,0.38571428571428573,0.135
2.4,-0.1,0.4285714285714286,0.148
2.4,-0.1,0.4714285714285714,0.149
2.4,-0.1,0.5142857142857142,0.167
2.4,-0.1,0.5571428571428572,0.181
2.4,-0.1,0.6,0.186
2.4,0.0,0.0,0.034
2.4,0.0,0.04285714285714286,0.036
2.4,0.0,0.08571428571428572,0.059
2.4,0.0,0.12857142857142856,0.065
2.4,0.0,0.17142857142857143,0.067
2.4,0.0,0.2142857142857143,0.087
2.4,0.0,0.2571428571428571,0.085
2.4,0.0,0.3,0.104
2.4,0.0,0.34285714285714286,0.112
2.4,0.0,0.38571428571428573,0.134
2.4,0.0,0.4285714285714286,0.137
2.4,0.0,0.4714285714285714,0.157
2.4,0.0,0.5142857142857142,0.16
2.4,0.0,0.5571428571428572,0.167
2.4,0.0,0.6,0.181
2.4,0.1,0.0,0.041
2.4,0.1,0.04285714285714286,0.041
2.4,0.1,0.08571428571428572,0.045
2.4,0.1,0.12857142857142856,0.056
2.4,0.1,0.17142857142857143,0.063
2.4,0.1,0.2142857142857143,0.075
2.4,0.1,0.2571428571428571,0.08
2.4,0.1,0.3,0.088
2.4,0.1,0.34285714285714286,0.112
2.4,0.1,0.38571428571428573,0.11
2.4,0.1,0.4285714285714286,0.117
2.4,0.1,0.4714285714285714,0.116
2.4,0.1,0.5142857142857142,0.143
2.4,0.1,0.5571428571428572,0.153
2.4,0.1,0.6,0.162
2.4,0.2,0.0,0.031
2.4,0.2,0.04285714285714286,0.044
2.4,0.2,0.08571428571428572,0.045
2.4,0.2,0.12857142857142856,0.055
2.4,0.2,0.17142857142857143,0.05
2.4,0.2,0.2142857142857143,0.075
2.4,0.2,0.2571428571428571,0.068
2.4,0.2,0.3,0.079
2.4,0.2,0.34285714285714286,0.082
2.4,0.2,0.38571428571428573,0.103
2.4,0.2,0.4285714285714286,0.114
2.4,0.2,0.4714285714285714,0.096
2.4,0.2,0.5142857142857142,0.107
2.4,0.2,0.5571428571428572,0.12
2.4,0.2,0.6,0.141
3.1,-0.15,0.0,0.037
3.1,-0.15,0.04285714285714286,0.058
3.1,-0.15,0.08571428571428572,0.054
3.1,-0.15,0.12857142857142856,0.066
3.1,-0.15,0.17142857142857143,0.078
3.1,-0.15,0.2142857142857143,0.092
3.1,-0.15,0.2571428571428571,0.091
3.1,-0.15,0.3,0.108
3.1,-0.15,0.34285714285714286,0.115
3.1,-0.15,0.38571428571428573,0.119
3.1,-0.15,0.4285714285714286,0.128
3.1,-0.15,0.4714285714285714,0.143
3.1,-0.15,0.5142857142857142,0.146
3.1,-0.15,0.5571428571428572,0.168
3.1,-0.15,0.6,0.156
3.1,-0.05,0.0,0.041
3.1,-0.05,0.04285714285714286,0.048
3.1,-0.05,0.08571428571428572,0.051
3.1,-0.05,0.12857142857142856,0.06
3.1,-0.05,0.17142857142857143,0.067
3.1,-0.05,0.2142857142857143,0.075
3.1,-0.05,0.2571428571428571,0.078
3.1,-0.05,0.3,0.097
3.1,-0.05,0.34285714285714286,0.095
3.1,-0.05,0.38571428571428573,0.108
3.1,-0.05,0.4285714285714286,0.11
3.1,-0.05,0.4714285714285714,0.124
3.1,-0.05,0.5142857142857142,0.125
3.1,-0.05,0.5571428571428572,0.132
3.1,-0.05,0.6,0.146
3.1,0.0,0.0,0.045
3.1,0.0,0.04285714285714286,0.047
3.1,0.0,0.08571428571428572,0.06
3.1,0.0,0.12857142857142856,0.059
3.1,0.0,0.17142857142857143,0.067
3.1,0.0,0.2142857142857143,0.066
3.1,0.0,0.2571428571428571,0.076
3.1,0.0,0.3,0.08
3.1,0.0,0.34285714285714286,0.091
3.1,0.0,0.38571428571428573,0.097
3.1,0.0,0.4285714285714286,0.107
3.1,0.0,0.4714285714285714,0.11
3.1,0.0,0.5142857142857142,0.119
3.1,0.0,0.5571428571428572,0.128
3.1,0.0,0.6,0.129
3.1,0.3,0.0,0.037
3.1,0.3,0.04285714285714286,0.044
3.1,0.3,0.08571428571428572,0.052
3.1,0.3,0.12857142857142856,0.055
3.1,0.3,0.17142857142857143,0.048
3.1,0.3,0.2142857142857143,0.05
3.1,0.3,0.2571428571428571,0.057
3.1,0.3,0.3,0.061
3.1,0.3,0.34285714285714286,0.07
3.1,0.3,0.38571428571428573,0.065
3.1,0.3,0.4285714285714286,0.07
3.1,0.3,0.4714285714285714,0.062
3.1,0.3,0.5142857142857142,0.075
3.1,0.3,0.5571428571428572,0.081
3.1,0.3,0.6,0.073
