alpha,r_kk,rho_kx,frac_majority_illusion
2.1,-0.05,0.34285714285714286,0.115
2.1,-0.05,0.38571428571428573,0.131
2.1,-0.05,0.4285714285714286,0.144
2.1,-0.05,0.4714285714285714,0.15
2.1,-0.05,0.5142857142857142,0.153
2.1,-0.05,0.5571428571428572,0.169
2.1,-0.05,0.6,0.194
2.4,-0.2,0.0,0.035
2.4,-0.2,0.04285714285714286,0.057
2.4,-0.2,0.08571428571428572,0.064
2.4,-0.2,0.12857142857142856,0.076
2.4,-0.2,0.17142857142857143,0.079
2.4,-0.2,0.2142857142857143,0.106
2.4,-0.2,0.2571428571428571,0.116
2.4,-0.2,0.3,0.136
2.4,-0.2,0.34285714285714286,0.15
2.4,-0.2,0.38571428571428573,0.167
2.4,-0.2,0.4285714285714286,0.169
2.4,-0.2,0.4714285714285714,0.184
2.4,-0.2,0.5142857142857142,0.19
2.4,-0.2,0.5571428571428572,0.201
2.4,-0.2,0.6,0.223
2.4,-0.1,0.0,0.041
2.4,-0.1,0.04285714285714286,0.048
2.4,-0.1,0.08571428571428572,0.06
2.4,-0.1,0.12857142857142856,0.072
2.4,-0.1,0.17142857142857143,0.076
2.4,-0.1,0.2142857142857143,0.087
2.4,-0.1,0.2571428571428571,0.095
2.4,-0.1,0.3,0.105
2.4,-0.1,0.34285714285714286,0.137
2.4,-0.1,0.38571428571428573,0.131
2.4,-0.1,0.4285714285714286,0.15
2.4,-0.1,0.4714285714285714,0.16
2.4,-0.1,0.5142857142857142,0.175
2.4,-0.1,0.5571428571428572,0.19
2.4,-0.1,0.6,0.189
2.4,0.0,0.0,0.04
2.4,0.0,0.04285714285714286,0.045
2.4,0.0,0.08571428571428572,0.063
2.4,0.0,0.12857142857142856,0.069
2.4,0.0,0.17142857142857143,0.066
2.4,0.0,0.2142857142857143,0.089
2.4,0.0,0.2571428571428571,0.092
2.4,0.0,0.3,0.101
2.4,0.0,0.34285714285714286,0.117
2.4,0.0,0.38571428571428573,0.12
2.4,0.0,0.4285714285714286,0.139
2.4,0.0,0.4714285714285714,0.143
2.4,0.0,0.5142857142857142,0.157
2.4,0.0,0.5571428571428572,0.166
2.4,0.0,0.6,0.187
2.4,0.1,0.0,0.042
2.4,0.1,0.04285714285714286,0.051
2.4,0.1,0.08571428571428572,0.06
2.4,0.1,0.12857142857142856,0.071
2.4,0.1,0.17142857142857143,0.069
2.4,0.1,0.2142857142857143,0.072
2.4,0.1,0.2571428571428571,0.094
2.4,0.1,0.3,0.1
2.4,0.1,0.34285714285714286,0.106
2.4,0.1,0.38571428571428573,0.11
2.4,0.1,0.4285714285714286,0.128
2.4,0.1,0.4714285714285714,0.134
2.4,0.1,0.5142857142857142,0.138
2.4,0.1,0.5571428571428572,0.159
2.4,0.1,0.6,0.15
2.4,0.2,0.0,0.04
2.4,0.2,0.04285714285714286,0.046
2.4,0.2,0.08571428571428572,0.05
2.4,0.2,0.12857142857142856,0.064
2.4,0.2,0.17142857142857143,0.059
2.4,0.2,0.2142857142857143,0.064
2.4,0.2,0.2571428571428571,0.072
2.4,0.2,0.3,0.078
2.4,0.2,0.34285714285714286,0.089
2.4,0.2,0.38571428571428573,0.092
2.4,0.2,0.4285714285714286,0.101
2.4,0.2,0.4714285714285714,0.114
2.4,0.2,0.5142857142857142,0.122
2.4,0.2,0.5571428571428572,0.121
2.4,0.2,0.6,0.14
3.1,-0.15,0.0,0.046
3.1,-0.15,0.04285714285714286,0.057
3.1,-0.15,0.08571428571428572,0.065
3.1,-0.15,0.12857142857142856,0.066
3.1,-0.15,0.17142857142857143,0.076
3.1,-0.15,0.2142857142857143,0.082
3.1,-0.15,0.2571428571428571,0.089
3.1,-0.15,0.3,0.099
3.1,-0.15,0.34285714285714286,0.113
3.1,-0.15,0.38571428571428573,0.12
3.1,-0.15,0.4285714285714286,0.124
3.1,-0.15,0.4714285714285714,0.132
3.1,-0.15,0.5142857142857142,0.14
3.1,-0.15,0.5571428571428572,0.147
3.1,-0.15,0.6,0.163
3.1,-0.05,0.0,0.043
3.1,-0.05,0.04285714285714286,0.05
3.1,-0.05,0.08571428571428572,0.056
3.1,-0.05,0.12857142857142856,0.062
3.1,-0.05,0.17142857142857143,0.066
3.1,-0.05,0.2142857142857143,0.077
3.1,-0.05,0.2571428571428571,0.089
3.1,-0.05,0.3,0.093
3.1,-0.05,0.34285714285714286,0.094
3.1,-0.05,0.38571428571428573,0.105
3.1,-0.05,0.4285714285714286,0.102
3.1,-0.05,0.4714285714285714,0.12
3.1,-0.05,0.5142857142857142,0.127
3.1,-0.05,0.5571428571428572,0.127
3.1,-0.05,0.6,0.133
3.1,0.0,0.0,0.042
3.1,0.0,0.04285714285714286,0.051
3.1,0.0,0.08571428571428572,0.056
3.1,0.0,0.12857142857142856,0.059
3.1,0.0,0.17142857142857143,0.07
3.1,0.0,0.2142857142857143,0.072
3.1,0.0,0.2571428571428571,0.079
3.1,0.0,0.3,0.095
3.1,0.0,0.34285714285714286,0.093
3.1,0.0,0.38571428571428573,0.096
3.1,0.0,0.4285714285714286,0.102
3.1,0.0,0.4714285714285714,0.112
3.1,0.0,0.5142857142857142,0.117
3.1,0.0,0.5571428571428572,0.127
3.1,0.0,0.6,0.125
3.1,0.3,0.0,0.041
3.1,0.3,0.04285714285714286,0.05
3.1,0.3,0.08571428571428572,0.047
3.1,0.3,0.12857142857142856,0.047
3.1,0.3,0.17142857142857143,0.055
3.1,0.3,0.2142857142857143,0.058
3.1,0.3,0.2571428571428571,0.065
3.1,0.3,0.3,0.064
3.1,0.3,0.34285714285714286,0.06
3.1,0.3,0.38571428571428573,0.076
3.1,0.3,0.4285714285714286,0.068
3.1,0.3,0.4714285714285714,0.064
3.1,0.3,0.5142857142857142,0.063
3.1,0.3,0.5571428571428572,0.088
3.1,0.3,0.6,0.087
