n_nodos,n_aristas,grado_promedio,fraccion_gigante,longitud_camino_promedio,clustering_promedio,r_T,C_G,robustez_grado_20pct,robustez_aleatorio_20pct
4571,5534,2.421352001750164,0.9540581929555896,26.56034829146585,0.04061494809809417,0.21089477138481733,6.107814750377962e-05,0.06169328374535113,0.2662437103478451
