timestamp_iso,red,N,L,rkk,px1,rho_kx_obj,rho_kx_fin,frac_mayoria,t_cargar_s,t_precompute_s,t_asignar_attrs_s,t_mayoria_s,seed
2025-11-08T00:35:41-03:00,HepTh,8638,24806,+0.238915,0.05,0.00,+0.008713,0.008335,0.597384,0.010189,0.061686,0.050403,12021974
2025-11-08T00:35:41-03:00,HepTh,8638,24806,+0.238915,0.05,0.07,+0.056878,0.013197,0.597384,0.010189,0.229881,0.066178,12021974
2025-11-08T00:35:42-03:00,HepTh,8638,24806,+0.238915,0.05,0.13,+0.123485,0.019102,0.597384,0.010189,0.700029,0.065837,12021974
2025-11-08T00:35:43-03:00,HepTh,8638,24806,+0.238915,0.05,0.20,+0.190174,0.018291,0.597384,0.010189,1.236292,0.050722,12021974
2025-11-08T00:35:46-03:00,HepTh,8638,24806,+0.238915,0.05,0.27,+0.256946,0.025816,0.597384,0.010189,1.992523,0.053068,12021974
2025-11-08T00:35:50-03:00,HepTh,8638,24806,+0.238915,0.05,0.33,+0.323471,0.030910,0.597384,0.010189,3.896403,0.107200,12021974
2025-11-08T00:35:55-03:00,HepTh,8638,24806,+0.238915,0.05,0.40,+0.390572,0.032878,0.597384,0.010189,5.463531,0.055927,12021974
2025-11-08T00:36:01-03:00,HepTh,8638,24806,+0.238915,0.05,0.47,+0.457097,0.037624,0.597384,0.010189,5.963549,0.086137,12021974
2025-11-08T00:36:09-03:00,HepTh,8638,24806,+0.238915,0.05,0.53,+0.523869,0.047465,0.597384,0.010189,8.110223,0.056245,12021974
2025-11-08T00:36:22-03:00,HepTh,8638,24806,+0.238915,0.05,0.60,+0.586195,0.054411,0.597384,0.010189,12.328173,0.052204,12021974
2025-11-08T00:35:42-03:00,HepTh,8638,24806,+0.238915,0.20,0.00,+0.007819,0.068882,0.575725,0.010196,0.001800,0.048373,12021974
2025-11-08T00:35:43-03:00,HepTh,8638,24806,+0.238915,0.20,0.07,+0.057660,0.075828,0.575725,0.010196,0.475363,0.109728,12021974
2025-11-08T00:35:45-03:00,HepTh,8638,24806,+0.238915,0.20,0.13,+0.124772,0.096550,0.575725,0.010196,1.838675,0.066785,12021974
2025-11-08T00:35:47-03:00,HepTh,8638,24806,+0.238915,0.20,0.20,+0.190853,0.120977,0.575725,0.010196,2.247101,0.160177,12021974
2025-11-08T00:35:50-03:00,HepTh,8638,24806,+0.238915,0.20,0.27,+0.256843,0.153160,0.575725,0.010196,3.287453,0.056725,12021974
