alpha,r_kk,rho_kx,frac_majority_illusion
2.1,-0.35,0.0,0.0328
2.1,-0.35,0.08571428571428572,0.0942
2.1,-0.35,0.17142857142857143,0.1643
2.1,-0.35,0.2571428571428571,0.2207
2.1,-0.35,0.34285714285714286,0.2874
2.1,-0.35,0.4285714285714286,0.3558
2.1,-0.35,0.5142857142857142,0.4082
2.1,-0.35,0.6,0.4408
2.1,-0.25,0.0,0.0298
2.1,-0.25,0.08571428571428572,0.083
2.1,-0.25,0.17142857142857143,0.1391
2.1,-0.25,0.2571428571428571,0.1891
2.1,-0.25,0.34285714285714286,0.2348
2.1,-0.25,0.4285714285714286,0.2874
2.1,-0.25,0.5142857142857142,0.3413
2.1,-0.25,0.6,0.3593
2.1,-0.15,0.0,0.0329
2.1,-0.15,0.08571428571428572,0.0697
2.1,-0.15,0.17142857142857143,0.1133
2.1,-0.15,0.2571428571428571,0.1489
2.1,-0.15,0.34285714285714286,0.197
2.1,-0.15,0.4285714285714286,0.2401
2.1,-0.15,0.5142857142857142,0.2948
2.1,-0.15,0.6,0.3093
2.1,-0.05,0.0,0.0367
2.1,-0.05,0.08571428571428572,0.0676
2.1,-0.05,0.17142857142857143,0.0986
2.1,-0.05,0.2571428571428571,0.1341
2.1,-0.05,0.34285714285714286,0.169
2.1,-0.05,0.4285714285714286,0.1954
2.1,-0.05,0.5142857142857142,0.2438
2.1,-0.05,0.6,0.2575
2.4,-0.2,0.0,0.04
2.4,-0.2,0.08571428571428572,0.0739
2.4,-0.2,0.17142857142857143,0.1197
2.4,-0.2,0.2571428571428571,0.1675
2.4,-0.2,0.34285714285714286,0.2048
2.4,-0.2,0.4285714285714286,0.256
2.4,-0.2,0.5142857142857142,0.2876
2.4,-0.2,0.6,0.2936
2.4,-0.1,0.0,0.0355
2.4,-0.1,0.08571428571428572,0.0713
2.4,-0.1,0.17142857142857143,0.1038
2.4,-0.1,0.2571428571428571,0.1324
2.4,-0.1,0.34285714285714286,0.17
2.4,-0.1,0.4285714285714286,0.195
2.4,-0.1,0.5142857142857142,0.2262
2.4,-0.1,0.6,0.2283
2.4,0.0,0.0,0.0358
2.4,0.0,0.08571428571428572,0.0648
2.4,0.0,0.17142857142857143,0.0899
2.4,0.0,0.2571428571428571,0.1199
2.4,0.0,0.34285714285714286,0.149
2.4,0.0,0.4285714285714286,0.1764
2.4,0.0,0.5142857142857142,0.2055
2.4,0.0,0.6,0.2032
2.4,0.1,0.0,0.0353
2.4,0.1,0.08571428571428572,0.0528
2.4,0.1,0.17142857142857143,0.0754
2.4,0.1,0.2571428571428571,0.0947
2.4,0.1,0.34285714285714286,0.1117
2.4,0.1,0.4285714285714286,0.141
2.4,0.1,0.5142857142857142,0.1614
2.4,0.1,0.6,0.1694
2.4,0.2,0.0,0.038
2.4,0.2,0.08571428571428572,0.049
2.4,0.2,0.17142857142857143,0.0596
2.4,0.2,0.2571428571428571,0.0771
2.4,0.2,0.34285714285714286,0.0881
2.4,0.2,0.4285714285714286,0.107
2.4,0.2,0.5142857142857142,0.1263
2.4,0.2,0.6,0.1273
3.1,-0.15,0.0,0.0463
3.1,-0.15,0.08571428571428572,0.0669
3.1,-0.15,0.17142857142857143,0.0875
3.1,-0.15,0.2571428571428571,0.0879
3.1,-0.15,0.34285714285714286,0.0943
3.1,-0.15,0.4285714285714286,0.0901
3.1,-0.15,0.5142857142857142,0.0904
3.1,-0.15,0.6,0.0927
3.1,-0.05,0.0,0.0425
3.1,-0.05,0.08571428571428572,0.0553
3.1,-0.05,0.17142857142857143,0.0688
3.1,-0.05,0.2571428571428571,0.0732
3.1,-0.05,0.34285714285714286,0.0749
3.1,-0.05,0.4285714285714286,0.0747
3.1,-0.05,0.5142857142857142,0.0767
3.1,-0.05,0.6,0.077
3.1,0.0,0.0,0.0416
3.1,0.0,0.08571428571428572,0.058
3.1,0.0,0.17142857142857143,0.0673
3.1,0.0,0.2571428571428571,0.0714
3.1,0.0,0.34285714285714286,0.0737
3.1,0.0,0.4285714285714286,0.0694
3.1,0.0,0.5142857142857142,0.0739
3.1,0.0,0.6,0.0723
3.1,0.3,0.0,0.0431
3.1,0.3,0.08571428571428572,0.0426
3.1,0.3,0.17142857142857143,0.0484
3.1,0.3,0.2571428571428571,0.0485
3.1,0.3,0.34285714285714286,0.0468
3.1,0.3,0.4285714285714286,0.0495
3.1,0.3,0.5142857142857142,0.0464
3.1,0.3,0.6,0.0473
