n_nodos,n_aristas,grado_promedio,fraccion_gigante,longitud_camino_promedio,clustering_promedio,r_T,C_G,robustez_grado_20pct,robustez_aleatorio_20pct
4601,6599,2.8685068463377528,0.9982612475548793,13.607588354039741,0.12761821016699654,0.4344707672245164,0.00011706053363583357,0.016518148228645946,0.63877417952619
