timestamp_iso,red,N,L,rkk,px1,rho_kx_obj,rho_kx_fin,frac_mayoria,t_cargar_s,t_precompute_s,t_asignar_attrs_s,t_mayoria_s,seed
2025-11-07T23:46:20-03:00,Twitter,25848,62565,-0.345777,0.05,0.00,-0.000786,0.029673,1.877806,0.015461,0.002218,0.073943,12021974
2025-11-07T23:46:22-03:00,Twitter,25848,62565,-0.345777,0.05,0.07,+0.056673,0.106043,1.877806,0.015461,1.687446,0.070906,12021974
2025-11-07T23:46:27-03:00,Twitter,25848,62565,-0.345777,0.05,0.13,+0.123603,0.145079,1.877806,0.015461,5.092022,0.086512,12021974
2025-11-07T23:46:39-03:00,Twitter,25848,62565,-0.345777,0.05,0.20,+0.182496,0.226671,1.877806,0.015461,11.752743,0.101319,12021974
2025-11-07T23:46:48-03:00,Twitter,25848,62565,-0.345777,0.05,0.27,+0.209723,0.265862,1.877806,0.015461,8.922238,0.058212,12021974
2025-11-07T23:46:55-03:00,Twitter,25848,62565,-0.345777,0.05,0.33,+0.209596,0.259478,1.877806,0.015461,7.435562,0.078894,12021974
2025-11-07T23:47:07-03:00,Twitter,25848,62565,-0.345777,0.05,0.40,+0.210326,0.247292,1.877806,0.015461,11.439266,0.126952,12021974
2025-11-07T23:47:21-03:00,Twitter,25848,62565,-0.345777,0.05,0.47,+0.196441,0.257196,1.877806,0.015461,14.460191,0.088088,12021974
2025-11-07T23:47:34-03:00,Twitter,25848,62565,-0.345777,0.05,0.53,+0.206065,0.274064,1.877806,0.015461,12.276283,0.072158,12021974
2025-11-07T23:47:42-03:00,Twitter,25848,62565,-0.345777,0.05,0.60,+0.200863,0.255107,1.877806,0.015461,8.238053,0.080931,12021974
2025-11-07T23:46:20-03:00,Twitter,25848,62565,-0.345777,0.10,0.00,+0.005906,0.071418,1.816564,0.018465,0.002205,0.070916,12021974
2025-11-07T23:46:23-03:00,Twitter,25848,62565,-0.345777,0.10,0.07,+0.060236,0.142371,1.816564,0.018465,2.491655,0.122523,12021974
2025-11-07T23:46:31-03:00,Twitter,25848,62565,-0.345777,0.10,0.13,+0.123473,0.244468,1.816564,0.018465,8.190862,0.092761,12021974
2025-11-07T23:46:43-03:00,Twitter,25848,62565,-0.345777,0.10,0.20,+0.157749,0.308535,1.816564,0.018465,11.842322,0.108650,12021974
2025-11-07T23:46:50-03:00,Twitter,25848,62565,-0.345777,0.10,0.27,+0.142455,0.271123,1.816564,0.018465,7.337788,0.069537,12021974
2025-11-07T23:46:59-03:00,Twitter,25848,62565,-0.345777,0.10,0.33,+0.169881,0.368268,1.816564,0.018465,8.089869,0.114297,12021974
2025-11-07T23:47:13-03:00,Twitter,25848,62565,-0.345777,0.10,0.40,+0.151517,0.280099,1.816564,0.018465,14.068481,0.117972,12021974
2025-11-07T23:47:27-03:00,Twitter,25848,62565,-0.345777,0.10,0.47,+0.159186,0.327027,1.816564,0.018465,14.096342,0.114951,12021974
2025-11-07T23:47:37-03:00,Twitter,25848,62565,-0.345777,0.10,0.53,+0.175559,0.342464,1.816564,0.018465,10.172230,0.080151,12021974
2025-11-07T23:47:45-03:00,Twitter,25848,62565,-0.345777,0.10,0.60,+0.154026,0.323894,1.816564,0.018465,8.157532,0.065384,12021974
2025-11-07T23:46:21-03:00,Twitter,25848,62565,-0.345777,0.20,0.00,+0.006136,0.167827,1.562545,0.018642,0.002231,0.087820,12021974
2025-11-07T23:46:25-03:00,Twitter,25848,62565,-0.345777,0.20,0.07,+0.056741,0.251896,1.562545,0.018642,4.211059,0.107750,12021974
2025-11-07T23:46:37-03:00,Twitter,25848,62565,-0.345777,0.20,0.13,+0.122344,0.435701,1.562545,0.018642,11.869700,0.104595,12021974
2025-11-07T23:46:47-03:00,Twitter,25848,62565,-0.345777,0.20,0.20,+0.119043,0.401308,1.562545,0.018642,9.679209,0.065534,12021974
2025-11-07T23:46:54-03:00,Twitter,25848,62565,-0.345777,0.20,0.27,+0.115317,0.410399,1.562545,0.018642,7.204452,0.079237,12021974
2025-11-07T23:47:05-03:00,Twitter,25848,62565,-0.345777,0.20,0.33,+0.115922,0.393996,1.562545,0.018642,11.015298,0.106101,12021974
2025-11-07T23:47:19-03:00,Twitter,25848,62565,-0.345777,0.20,0.40,+0.115797,0.391907,1.562545,0.018642,14.084498,0.107357,12021974
2025-11-07T23:47:32-03:00,Twitter,25848,62565,-0.345777,0.20,0.47,+0.119543,0.400573,1.562545,0.018642,13.203745,0.083225,12021974
2025-11-07T23:47:41-03:00,Twitter,25848,62565,-0.345777,0.20,0.53,+0.119834,0.407691,1.562545,0.018642,8.203917,0.081502,12021974
2025-11-07T23:47:48-03:00,Twitter,25848,62565,-0.345777,0.20,0.60,+0.133483,0.462086,1.562545,0.018642,7.194726,0.058866,12021974
2025-11-07T23:46:21-03:00,Twitter,25848,62565,-0.345777,0.30,0.00,+0.007168,0.249420,1.338700,0.021975,0.003096,0.069919,12021974
2025-11-07T23:46:26-03:00,Twitter,25848,62565,-0.345777,0.30,0.07,+0.056786,0.379836,1.338700,0.021975,5.598655,0.111210,12021974
2025-11-07T23:46:39-03:00,Twitter,25848,62565,-0.345777,0.30,0.13,+0.112147,0.567239,1.338700,0.021975,12.033162,0.081247,12021974
2025-11-07T23:46:48-03:00,Twitter,25848,62565,-0.345777,0.30,0.20,+0.104539,0.551842,1.338700,0.021975,8.978336,0.071500,12021974
2025-11-07T23:46:55-03:00,Twitter,25848,62565,-0.345777,0.30,0.27,+0.104224,0.544762,1.338700,0.021975,7.388610,0.074723,12021974
2025-11-07T23:47:07-03:00,Twitter,25848,62565,-0.345777,0.30,0.33,+0.108054,0.551842,1.338700,0.021975,11.496272,0.131289,12021974
2025-11-07T23:47:21-03:00,Twitter,25848,62565,-0.345777,0.30,0.40,+0.105528,0.563680,1.338700,0.021975,14.547943,0.105906,12021974
2025-11-07T23:47:34-03:00,Twitter,25848,62565,-0.345777,0.30,0.47,+0.103131,0.536018,1.338700,0.021975,12.336097,0.076655,12021974
2025-11-07T23:47:42-03:00,Twitter,25848,62565,-0.345777,0.30,0.53,+0.111860,0.596835,1.338700,0.021975,8.157392,0.076013,12021974
2025-11-07T23:47:49-03:00,Twitter,25848,62565,-0.345777,0.30,0.60,+0.114790,0.573545,1.338700,0.021975,6.944010,0.057323,12021974
