n_nodos,n_aristas,grado_promedio,fraccion_gigante,longitud_camino_promedio,clustering_promedio,r_T,C_G,robustez_grado_20pct,robustez_aleatorio_20pct
7548,9221,2.4432962374138847,0.9587970323264441,23.60105232057513,0.022757328404104535,0.2217806041335453,4.692095622505712e-05,0.018945416004239532,0.46515633280339164
