n_nodos,n_aristas,grado_promedio,fraccion_gigante,longitud_camino_promedio,clustering_promedio,r_T,C_G,robustez_grado_20pct,robustez_aleatorio_20pct
9645,11681,2.4221876620010367,0.9620528771384137,33.68593586367807,0.03143154940424838,0.21119751166407466,2.268728906702052e-05,0.008916537065837222,0.37034733022291344
