timestamp_iso,N,avg_k_obj,p,px1,rkk_obj,rkk_final,rho_kx_obj,rho_kx_final,frac_mayoria,t_generar_red_s,t_rewire_s,iters_rewire,t_asignar_attrs_s,swaps_attrs,t_mayoria_s,seed
2025-11-07T13:24:55-03:00,100,5.20,0.052525,0.20,+0.00,-0.000876,0.00,-0.006387,0.070000,0.001909,0.029573,16,0.021109,40,0.000346,12021974
2025-11-07T13:24:55-03:00,100,5.20,0.052525,0.20,+0.00,-0.000876,0.11,+0.121352,0.010000,0.001909,0.029573,16,0.002314,5,0.000373,12021974
2025-11-07T13:24:55-03:00,100,5.20,0.052525,0.20,+0.00,-0.000876,0.23,+0.227802,0.060000,0.001909,0.029573,16,0.021543,40,0.000339,12021974
2025-11-07T13:24:55-03:00,100,5.20,0.052525,0.20,+0.00,-0.000876,0.34,+0.334251,0.070000,0.001909,0.029573,16,0.006436,16,0.000383,12021974
2025-11-07T13:24:55-03:00,100,5.20,0.052525,0.20,+0.00,-0.000876,0.46,+0.461991,0.090000,0.001909,0.029573,16,0.045356,116,0.000390,12021974
2025-11-07T13:24:56-03:00,100,5.20,0.052525,0.20,+0.00,-0.000876,0.57,+0.579085,0.120000,0.001909,0.029573,16,0.051106,170,0.000347,12021974
2025-11-07T13:24:56-03:00,100,5.20,0.052525,0.20,+0.00,-0.000876,0.69,+0.685535,0.140000,0.001909,0.029573,16,0.329213,1053,0.000313,12021974
2025-11-07T13:24:59-03:00,100,5.20,0.052525,0.20,+0.00,-0.000876,0.80,+0.696180,0.120000,0.001909,0.029573,16,3.177591,10000,0.000353,12021974
2025-11-07T13:24:56-03:00,100,2.50,0.025253,0.20,+0.00,+0.005238,0.00,-0.002984,0.040000,0.001958,0.002274,0,0.003255,5,0.000300,12021974
2025-11-07T13:24:56-03:00,100,2.50,0.025253,0.20,+0.00,+0.005238,0.11,+0.116360,0.130000,0.001958,0.002274,0,0.007553,21,0.000304,12021974
2025-11-07T13:24:56-03:00,100,2.50,0.025253,0.20,+0.00,+0.005238,0.23,+0.220786,0.140000,0.001958,0.002274,0,0.006302,17,0.000305,12021974
