timestamp_iso,red,N,L,rkk,px1,rho_kx_obj,rho_kx_fin,frac_mayoria,t_cargar_s,t_precompute_s,t_asignar_attrs_s,t_mayoria_s,seed
2025-11-08T00:13:26-03:00,HepTh,8638,24806,+0.238915,0.05,0.00,+0.008713,0.008335,0.583538,0.011663,0.051654,0.048730,12021974
2025-11-08T00:13:26-03:00,HepTh,8638,24806,+0.238915,0.05,0.07,+0.056878,0.013197,0.583538,0.011663,0.203666,0.060965,12021974
2025-11-08T00:13:27-03:00,HepTh,8638,24806,+0.238915,0.05,0.13,+0.123485,0.019102,0.583538,0.011663,0.638759,0.040989,12021974
2025-11-08T00:13:28-03:00,HepTh,8638,24806,+0.238915,0.05,0.20,+0.190174,0.018291,0.583538,0.011663,0.798139,0.035219,12021974
2025-11-08T00:13:29-03:00,HepTh,8638,24806,+0.238915,0.05,0.27,+0.256946,0.025816,0.583538,0.011663,0.928126,0.024261,12021974
2025-11-08T00:13:30-03:00,HepTh,8638,24806,+0.238915,0.05,0.33,+0.323471,0.030910,0.583538,0.011663,1.487711,0.027327,12021974
2025-11-08T00:13:32-03:00,HepTh,8638,24806,+0.238915,0.05,0.40,+0.390572,0.032878,0.583538,0.011663,1.831746,0.024544,12021974
2025-11-08T00:13:35-03:00,HepTh,8638,24806,+0.238915,0.05,0.47,+0.457097,0.037624,0.583538,0.011663,2.591715,0.028274,12021974
2025-11-08T00:13:38-03:00,HepTh,8638,24806,+0.238915,0.05,0.53,+0.523869,0.047465,0.583538,0.011663,3.476457,0.026101,12021974
2025-11-08T00:13:43-03:00,HepTh,8638,24806,+0.238915,0.05,0.60,+0.586195,0.054411,0.583538,0.011663,5.131907,0.023037,12021974
2025-11-08T00:13:26-03:00,HepTh,8638,24806,+0.238915,0.10,0.00,+0.009848,0.023038,0.550943,0.012241,0.015738,0.045305,12021974
2025-11-08T00:13:27-03:00,HepTh,8638,24806,+0.238915,0.10,0.07,+0.056742,0.029984,0.550943,0.012241,0.368875,0.058348,12021974
2025-11-08T00:13:27-03:00,HepTh,8638,24806,+0.238915,0.10,0.13,+0.123375,0.038435,0.550943,0.012241,0.716070,0.030610,12021974
2025-11-08T00:13:28-03:00,HepTh,8638,24806,+0.238915,0.10,0.20,+0.191922,0.045844,0.550943,0.012241,0.801985,0.026559,12021974
2025-11-08T00:13:29-03:00,HepTh,8638,24806,+0.238915,0.10,0.27,+0.257477,0.056031,0.550943,0.012241,1.060832,0.028272,12021974
2025-11-08T00:13:31-03:00,HepTh,8638,24806,+0.238915,0.10,0.33,+0.323751,0.067492,0.550943,0.012241,1.410791,0.026612,12021974
2025-11-08T00:13:33-03:00,HepTh,8638,24806,+0.238915,0.10,0.40,+0.391401,0.075365,0.550943,0.012241,1.931372,0.022648,12021974
2025-11-08T00:13:36-03:00,HepTh,8638,24806,+0.238915,0.10,0.47,+0.457256,0.091919,0.550943,0.012241,3.132458,0.032244,12021974
2025-11-08T00:13:40-03:00,HepTh,8638,24806,+0.238915,0.10,0.53,+0.523350,0.104075,0.550943,0.012241,3.798190,0.023764,12021974
2025-11-08T00:13:45-03:00,HepTh,8638,24806,+0.238915,0.10,0.60,+0.578857,0.129775,0.550943,0.012241,5.108747,0.020900,12021974
2025-11-08T00:13:27-03:00,HepTh,8638,24806,+0.238915,0.20,0.00,+0.007819,0.068882,0.567521,0.012246,0.002328,0.048298,12021974
2025-11-08T00:13:27-03:00,HepTh,8638,24806,+0.238915,0.20,0.07,+0.057660,0.075828,0.567521,0.012246,0.338198,0.045535,12021974
2025-11-08T00:13:28-03:00,HepTh,8638,24806,+0.238915,0.20,0.13,+0.124772,0.096550,0.567521,0.012246,0.963542,0.029951,12021974
2025-11-08T00:13:29-03:00,HepTh,8638,24806,+0.238915,0.20,0.20,+0.190853,0.120977,0.567521,0.012246,0.884546,0.030485,12021974
2025-11-08T00:13:30-03:00,HepTh,8638,24806,+0.238915,0.20,0.27,+0.256843,0.153160,0.567521,0.012246,1.378785,0.028581,12021974
2025-11-08T00:13:32-03:00,HepTh,8638,24806,+0.238915,0.20,0.33,+0.323372,0.173536,0.567521,0.012246,1.784225,0.024558,12021974
2025-11-08T00:13:35-03:00,HepTh,8638,24806,+0.238915,0.20,0.40,+0.390036,0.210465,0.567521,0.012246,2.791219,0.032561,12021974
2025-11-08T00:13:38-03:00,HepTh,8638,24806,+0.238915,0.20,0.47,+0.456789,0.246353,0.567521,0.012246,3.435184,0.032971,12021974
2025-11-08T00:13:43-03:00,HepTh,8638,24806,+0.238915,0.20,0.53,+0.523452,0.278884,0.567521,0.012246,4.663475,0.023932,12021974
2025-11-08T00:13:48-03:00,HepTh,8638,24806,+0.238915,0.20,0.60,+0.546646,0.299028,0.567521,0.012246,4.465790,0.026849,12021974
2025-11-08T00:13:27-03:00,HepTh,8638,24806,+0.238915,0.30,0.00,-0.009998,0.137763,0.586485,0.011397,0.082699,0.038159,12021974
2025-11-08T00:13:27-03:00,HepTh,8638,24806,+0.238915,0.30,0.07,+0.056775,0.174114,0.586485,0.011397,0.421320,0.037567,12021974
2025-11-08T00:13:28-03:00,HepTh,8638,24806,+0.238915,0.30,0.13,+0.123587,0.200509,0.586485,0.011397,0.609932,0.025806,12021974
2025-11-08T00:13:29-03:00,HepTh,8638,24806,+0.238915,0.30,0.20,+0.190869,0.243459,0.586485,0.011397,1.087136,0.025681,12021974
2025-11-08T00:13:31-03:00,HepTh,8638,24806,+0.238915,0.30,0.27,+0.256859,0.283978,0.586485,0.011397,1.535855,0.025826,12021974
2025-11-08T00:13:33-03:00,HepTh,8638,24806,+0.238915,0.30,0.33,+0.323436,0.336536,0.586485,0.011397,2.189063,0.028272,12021974
2025-11-08T00:13:36-03:00,HepTh,8638,24806,+0.238915,0.30,0.40,+0.390013,0.374392,0.586485,0.011397,2.864976,0.026178,12021974
2025-11-08T00:13:40-03:00,HepTh,8638,24806,+0.238915,0.30,0.47,+0.456825,0.442579,0.586485,0.011397,3.857747,0.026568,12021974
2025-11-08T00:13:45-03:00,HepTh,8638,24806,+0.238915,0.30,0.53,+0.491915,0.457745,0.586485,0.011397,4.986423,0.021928,12021974
2025-11-08T00:13:49-03:00,HepTh,8638,24806,+0.238915,0.30,0.60,+0.516588,0.474300,0.586485,0.011397,4.115731,0.018395,12021974
