timestamp_iso,alpha,N,avg_k_obj,p,px1,rkk_obj,rkk_final,rho_kx_obj,rho_kx_final,frac_mayoria,t_generar_red_s,t_rewire_s,iters_rewire,t_asignar_attrs_s,swaps_attrs,t_mayoria_s,seed
2025-11-07T08:44:36-03:00,—,1000,5.20,0.005205,0.05,-0.50,-0.219537,0.00,+0.007540,0.003000,0.030973,9.931100,1000,0.000995,0,0.002872,12021974
2025-11-07T08:44:36-03:00,—,1000,5.20,0.005205,0.05,-0.50,-0.219537,0.10,+0.091091,0.005000,0.030973,9.931100,1000,0.011156,53,0.002349,12021974
2025-11-07T08:44:36-03:00,—,1000,5.20,0.005205,0.05,-0.50,-0.219537,0.20,+0.192982,0.008000,0.030973,9.931100,1000,0.025776,132,0.003019,12021974
2025-11-07T08:44:37-03:00,—,1000,5.20,0.005205,0.05,-0.50,-0.219537,0.30,+0.292836,0.013000,0.030973,9.931100,1000,0.057042,310,0.002209,12021974
2025-11-07T08:44:37-03:00,—,1000,5.20,0.005205,0.05,-0.50,-0.219537,0.40,+0.392690,0.019000,0.030973,9.931100,1000,0.107520,578,0.002320,12021974
2025-11-07T08:44:37-03:00,—,1000,5.20,0.005205,0.05,-0.50,-0.219537,0.50,+0.453825,0.016000,0.030973,9.931100,1000,0.184273,1000,0.003225,12021974
2025-11-07T08:44:37-03:00,—,1000,5.20,0.005205,0.05,-0.50,-0.219537,0.60,+0.455863,0.023000,0.030973,9.931100,1000,0.176535,1000,0.002672,12021974
2025-11-07T08:44:37-03:00,—,1000,5.20,0.005205,0.05,+0.00,-0.001077,0.00,+0.007540,0.002000,0.030973,0.006965,0,0.000615,0,0.002985,12021974
2025-11-07T08:44:37-03:00,—,1000,5.20,0.005205,0.05,+0.00,-0.001077,0.10,+0.091091,0.005000,0.030973,0.006965,0,0.009754,53,0.002250,12021974
2025-11-07T08:44:37-03:00,—,1000,5.20,0.005205,0.05,+0.00,-0.001077,0.20,+0.192982,0.005000,0.030973,0.006965,0,0.023871,132,0.002130,12021974
2025-11-07T08:44:37-03:00,—,1000,5.20,0.005205,0.05,+0.00,-0.001077,0.30,+0.292836,0.010000,0.030973,0.006965,0,0.056224,310,0.002149,12021974
2025-11-07T08:44:37-03:00,—,1000,5.20,0.005205,0.05,+0.00,-0.001077,0.40,+0.392690,0.009000,0.030973,0.006965,0,0.104254,578,0.003685,12021974
2025-11-07T08:44:37-03:00,—,1000,5.20,0.005205,0.05,+0.00,-0.001077,0.50,+0.453825,0.007000,0.030973,0.006965,0,0.174722,1000,0.002244,12021974
2025-11-07T08:44:38-03:00,—,1000,5.20,0.005205,0.05,+0.00,-0.001077,0.60,+0.455863,0.007000,0.030973,0.006965,0,0.190253,1000,0.002445,12021974
2025-11-07T08:44:48-03:00,—,1000,5.20,0.005205,0.05,+0.50,+0.259948,0.00,+0.007540,0.003000,0.030973,10.369198,1000,0.000551,0,0.001971,12021974
