n_nodos,n_aristas,grado_promedio,fraccion_gigante,longitud_camino_promedio,clustering_promedio,r_T,C_G,robustez_grado_20pct,robustez_aleatorio_20pct
3435,4026,2.3441048034934497,0.9350800582241631,32.8316066386057,0.011365187410814787,0.17234352256186317,9.640692367872248e-05,0.02590975254730713,0.35254730713245996
